,USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
326,013755,99999,GULLFAX (PLATFORM),NO,,ENGC,61.033,2.033,10.0,19891115,20231209
327,013760,99999,GULSVIK II,NO,,,60.383,9.6,142.0,19730101,20231209
328,013780,99999,LILLEHAMMER-SAETHERENGEN,NO,,,61.1,10.467,239.0,19730101,20231209
329,013790,99999,SOR-NESSET,NO,,,61.883,10.15,739.0,19730101,20051209
330,013800,99999,VENABU,NO,,,61.65,10.117,930.0,19850110,20231209
331,013801,99999,KITTILBU,NO,,,61.167,9.967,816.0,19741114,19840827
332,013810,99999,APELSVOLL,NO,,,60.7,10.867,264.0,20111003,20231209
333,013820,99999,KISE,NO,,,60.767,10.8,128.0,19730101,20231209
334,013830,99999,EVENSTAD-DIH,NO,,,61.4,11.08,255.0,19730101,20231209
335,013839,99999,HAMAR / STAFSBERG,NO,,ENHA,60.817,11.067,223.0,19870205,19900222
336,013840,99999,GARDERMOEN,NO,,ENGM,60.194,11.1,207.6,19400511,20231209
337,013850,99999,HAMER,NO,,,60.817,11.067,222.3,20061024,20231209
338,013860,99999,HAMAR II,NO,,,60.8,11.1,132.0,20090701,20231209
339,013870,99999,FAVANG,NO,,,61.45,10.183,200.0,20110929,20231209
340,013890,99999,RENA AP,NO,,,61.183,11.367,255.7,19730101,20231209
341,013910,99999,FLISA,NO,,,60.617,12.017,188.0,19730101,19971231
342,013920,99999,FLISA II,NO,,,60.617,12.017,185.0,20050218,20231209
343,013930,99999,DREVSJO,NO,,,61.883,12.033,673.5,19730101,20231209
344,013970,99999,TRYSIL VEGSTASJON,NO,,,61.3,12.267,361.4,19730101,20231209
345,014000,99999,EKOFISK,NO,,,56.55,3.217,48.8,19981223,20200901
346,014010,99999,FRIGG,NO,,,59.983,2.25,48.0,20010601,20060718
347,014030,99999,UTSIRA FYR,NO,,,59.3,4.867,56.3,19280102,20231209
348,014033,99999,EKOFISK OIL PLTFRM,NO,,ENEK,56.55,3.25,48.8,19810506,20231209
349,014035,99999,KARMOY,NO,,,59.35,5.217,23.0,19751101,19840807
350,014060,99999,SLATTEROY FYR,NO,,,59.917,5.067,16.0,19730101,20231209
351,014080,99999,KARMOY,NO,,ENHD,59.345,5.208,26.2,19840909,20231209
352,014090,99999,SKUDENES,NO,,,59.15,5.25,7.0,20050218,20051028
353,014110,99999,KVITSOY - NORDBO,NO,,,59.067,5.417,22.0,20050612,20231209
354,014120,99999,OBRESTAD,NO,,,58.65,5.567,26.0,19730101,20231209
355,014130,99999,SAERHEIM,NO,,,58.75,5.65,87.0,20110928,20231209
356,014140,99999,ROVER,NO,,,59.433,5.067,25.0,19890520,20231209
357,014150,99999,SOLA,NO,,ENZV,58.877,5.638,8.8,19400410,20231209
358,014160,99999,STAVANGER VAALAND,NO,,,58.95,5.733,72.0,20080724,20231209
359,014170,99999,NEDRE VATS,NO,,,59.483,5.75,65.0,19730103,20231209
360,014180,99999,AUSTEVOLL,NO,,,60.017,5.2,32.0,19730101,20231209
361,014190,99999,LIARVATN,NO,,,59.05,6.117,300.0,20100702,20231129
362,014211,99999,INDRE MATRE,NO,,,59.85,6.0,24.0,20020314,20020314
363,014220,99999,FISTER SIGMUNDSTAD,NO,,,59.167,6.033,25.0,20050101,20231209
364,014230,99999,FISTER-TONNEVIK,NO,,,59.167,6.05,50.0,19730101,20041231
365,014240,99999,SAUDA,NO,,,59.65,6.367,6.0,19730101,20231209
366,014250,99999,EIK HOVE,NO,,,58.517,6.517,66.0,19730101,20231209
367,014260,99999,EIGEROYA,NO,,,58.433,5.867,49.0,20040425,20231209
368,014270,99999,LISTA FYR,NO,,,58.117,6.567,14.0,19280101,20231209
369,014280,99999,LISTA,NO,,ENLI,58.099,6.626,8.8,19730101,19971230
370,014281,99999,ULA OIL PLATFORM,NO,,ENLA,59.111,2.846,94.0,20130806,20231209
371,014300,99999,MANDAL II,NO,,,58.017,7.45,138.0,19730101,20231209
372,014310,99999,SIRDAL-SINNES,NO,,,58.933,6.917,557.0,20070806,20231209
373,014320,99999,SIRDAL-TJORHOM,NO,,,58.883,6.85,500.0,19741114,19971231
374,014321,99999,FIDJELAND,NO,,,58.967,6.933,568.0,20070307,20070307
375,014330,99999,MIDTLAEGER,NO,,,59.833,6.983,1081.0,19730101,20150528
376,014340,99999,VAAGSLI,NO,,,59.767,7.367,822.0,20040406,20231209
377,014350,99999,HAUKELISETER TESTFELT,NO,,,59.817,7.217,989.5,19850111,20231209
378,014360,99999,LINDESNES FYR,NO,,,57.983,7.05,13.0,19730101,20231209
379,014390,99999,KONSMO-HOYLAND,NO,,,58.25,7.442,260.0,19730101,20231209
380,014400,99999,BLASJO,NO,,,59.333,6.867,1104.6,19730101,20231209
381,014410,99999,HOVDEN-LUNDANE,NO,,,59.583,7.383,836.0,19830101,20231209
382,014420,99999,BYGLANDSFJORD,NO,,,58.667,7.8,211.0,19730101,20231209
383,014440,99999,VALLE,NO,,,59.2,7.517,302.0,20110926,20231209
384,014450,99999,SKAFSA,NO,,,59.45,8.0,77.0,19730101,19891113
385,014460,99999,OYFJELL-TROVATN,NO,,,59.567,8.2,714.0,19830101,19971231
386,014470,99999,HOYDALSMO II,NO,,,59.5,8.2,562.0,20061121,20231209
387,014480,99999,OKSOY FYR,NO,,,58.067,8.05,8.0,19490101,20231209
388,014490,99999,GJERSTAD,NO,,,58.867,9.033,32.0,20120105,20231209
389,014500,99999,MOSSTRAND II,NO,,,59.833,8.183,977.0,19730101,20231209
390,014520,99999,KJEVIK,NO,,ENCN,58.204,8.085,17.4,19400501,20231209
391,014530,99999,HYNNEKLEIV,NO,,,58.6,8.417,162.0,20120105,20231209
392,014550,99999,TVEITSUND,NO,,,59.033,8.517,252.0,19730101,20231209
393,014590,99999,NELAUG,NO,,,58.65,8.633,142.0,19730101,20231209
394,014600,99999,GULLHOLMEN,NO,,,59.433,10.583,14.0,20121102,20231209
395,014610,99999,,,,,,,,19730101,19740930
396,014611,99999,GAUSTATOPPEN,NO,,,59.85,8.65,1803.7,20140605,20231209
397,014620,99999,PORSGRUNN,NO,,,59.083,9.667,90.0,20130729,20231209
398,014630,99999,AS,NO,,,59.65,10.767,89.0,20110929,20231209
399,014640,99999,LANDVIK,NO,,,58.333,8.517,6.0,20110928,20231209
400,014650,99999,TORUNGEN FYR,NO,,,58.4,8.783,15.0,19730101,20231209
401,014660,99999,KJELLER AP,NO,,,59.967,11.033,109.0,20110928,20231209
402,014670,99999,LYNGOR FYR,NO,,,58.633,9.15,5.0,19730101,20231209
403,014680,99999,KONGSVINGER,NO,,,60.183,12.0,148.0,20061003,20231209
404,014690,99999,HONEFOSS-HOYBY,NO,,,60.167,10.25,140.0,20050719,20231209
405,014700,99999,GVARV,NO,,,59.383,9.2,93.0,19730101,20231209
406,014703,99999,NOTODDEN,NO,,ENNO,59.566,9.212,19.2,19901019,20231208
407,014710,99999,VEGGLI II,NO,,,60.05,9.15,275.0,20061003,20231209
408,014730,99999,KONGSBERG BRANNSTASJON,NO,,,59.617,9.633,173.0,20040510,20231209
409,014740,99999,LYNGDAL I NUMEDAL,NO,,,59.9,9.533,294.0,19730101,19971231
410,014750,99999,SKIEN-GEITERYGGEN,NO,,ENSN,59.183,9.567,141.0,19850717,19971231
411,014760,99999,JOMFRULAND FYR,NO,,,58.85,9.55,5.0,19730101,20231209
412,014770,99999,KONNERUD,NO,,,59.717,10.15,193.0,19730101,20231209
413,014780,99999,SVENNER LH,NO,,,58.967,10.15,15.0,19730101,20231209
414,014800,99999,DRAMMEN BERSKOG,NO,,,59.75,10.133,8.0,20050218,20231209
415,014810,99999,MELSOM,NO,,,59.233,10.35,26.0,19740519,20231209
416,014820,99999,FERDER LH,NO,,,59.033,10.517,7.7,19310101,20231209
417,014825,99999,TORP,NO,,ENTO,59.187,10.259,87.2,20050101,20231209
418,014830,99999,TORP,NO,,,59.183,10.267,88.0,19730101,20230707
419,014840,99999,AURSKOG,NO,,,59.917,11.583,128.0,19730101,20231209
420,014843,99999,OSEBERG,NO,,ENOA,59.317,10.45,15.0,19901019,20231209
421,014850,99999,DANDE-GALLEBERG,NO,,,59.617,10.217,60.0,20110928,20231209
422,014860,99999,ASKER,NO,,,59.85,10.433,163.0,20040510,20231209
423,014870,99999,ALNA,NO,,,59.933,10.833,90.0,20040924,20150601
424,014880,99999,HAKADAL,NO,,,60.117,10.833,170.0,19400407,20231209
425,014881,99999,STATFJORD B OIL PLATFORM,NO,,ENFB,61.206,1.829,142.0,20101123,20231209
426,014890,99999,BJORNHOLT,NO,,,60.05,10.683,360.0,20110928,20231209
427,014900,99999,TRYVANNSHOGDA,NO,,,59.983,10.683,528.0,19730101,20231209
428,014920,99999,OSLO-BLINDERN,NO,,,59.95,10.717,97.0,19730803,20231209
429,014930,99999,SARPSBORG,NO,,,59.283,11.117,57.0,20040510,20231209
430,014940,99999,RYGGE,NO,,ENRY,59.379,10.786,53.0,19730101,20231209
431,014950,99999,STROMTANGEN FYR,NO,,,59.15,10.833,10.0,20040406,20231209
432,014960,99999,HOLAND-FOSSER,NO,,,59.817,11.483,154.0,19730101,19971231
433,014965,99999,,,,,,,,19750426,19750514
434,014970,99999,PRESTEBAKKE,NO,,,59.0,11.533,157.0,19730101,20100409
435,014980,99999,MAGNOR,NO,,,59.967,12.217,153.0,19830101,19971231
436,014981,99999,,,,,,,,19730101,19780221
437,014983,99999,STATFJORD OIL RIG &,NO,,,,,,19821204,19841127
438,014990,99999,VAEROY,NO,,,,,,19860916,19900322
439,014993,99999,VAEROY,NO,,ENVY,,,,19880105,19900716
440,015000,99999,RAKKESTAD,NO,,,59.383,11.383,100.0,20090708,20091216
441,020001,99999,LJUNGBYHED,SW,,ESTL,56.083,13.213,42.7,20040510,20231209
442,020120,99999,RITSEM,SW,,,67.733,17.467,521.0,19810801,19971231
443,020130,99999,RITSEM,SW,,,67.733,17.467,542.7,20010601,20231209
444,020180,99999,SUORVA,SW,,,67.533,18.233,415.0,19350101,19381231
445,020190,99999,KATTERJAKK A,SW,,,68.417,18.167,516.0,20081027,20231209
446,020200,99999,KATTERJAKK,SW,,,68.417,18.167,517.0,19770701,19971231
447,020220,99999,ABISKO,SW,,,68.354,18.816,392.3,20011107,20230905
448,020230,99999,TORNEHAMN (AUT),SW,,,68.433,18.633,512.0,19860427,20050526
449,020240,99999,STORA SJOFALLET,SW,,,67.5,18.3,425.0,20010601,20231027
450,020260,99999,ALUOKTA,SW,,,67.317,18.883,385.0,20021023,20050930
451,020280,99999,TARFALA - SOL,SW,,,67.917,18.6,1144.0,20210628,20230905
452,020290,99999,TARFALA,SW,,,67.917,18.6,1146.0,20010601,20231123
453,020310,99999,RENSJON,SW,,,68.067,19.833,493.0,20010601,20231026
454,020320,99999,TORNETRASK LAKE,SW,,,68.217,19.717,393.0,19770701,20030909
455,020360,99999,NIKKALUOKTA,SW,,,67.85,19.033,468.0,19770701,20231018
456,020380,99999,LATNIVAARA,SW,,,67.25,20.267,453.0,20010601,20231019
457,020430,99999,ESRANGE,SW,,,67.933,21.067,341.0,19940301,19971231
458,020440,99999,KIRUNA,SW,,ESNQ,67.822,20.337,459.6,19770701,20231209
459,020450,99999,KIRUNA-SOL,SW,,,67.833,20.417,424.0,19950401,20230905
460,020480,99999,MALMBERGET,SW,,,67.167,20.667,375.0,19350101,19910505
461,020490,99999,GALLIVARE,SW,,ESNG,67.132,20.815,313.0,19790803,20231209
462,020500,99999,RIKSGRANSEN,SW,,,68.417,18.117,508.0,19350101,19770630
463,020510,99999,KARESUANDO,SZ,,,68.45,22.5,327.1,19550101,19591231
464,020520,99999,KVIKKJOKK         &,SW,,,66.95,17.75,337.0,19550101,19770630
465,020530,99999,MALMBERGET,SW,,,67.133,20.667,365.0,19550101,19770630
466,020540,99999,NEDRE SOPPERO,SW,,,68.05,21.75,360.0,19550101,20160421
467,020550,99999,NAIMAKKA,SW,,,68.683,21.533,402.0,19730101,20231019
468,020560,99999,STENSELE,SZ,,,65.067,17.167,330.1,19550101,19591231
469,020570,99999,KALLAX/LULEA (AFB),SW,,ESPA,65.55,22.133,17.0,19550101,19770630
470,020580,99999,HAPARANDA         &,SW,,,65.833,24.15,7.0,19730101,19770630
471,020590,99999,GADDEDE,SW,,,64.5,14.133,318.0,19550101,19770630
472,020600,99999,NAIMAKKA,SW,,,68.683,21.533,403.0,19550101,20041021
473,020620,99999,OSTERSUND FROSON AB,SW,,,63.183,14.5,376.0,19550101,19770630
474,020630,99999,ASELE,SW,,,64.167,17.367,329.0,19550101,19770630
475,020640,99999,SAITTAROVA,SW,,,67.333,22.233,240.0,19730101,20230922
476,020650,99999,SVEG              &,SW,,,62.033,14.367,360.0,19550101,19770630
477,020660,99999,SUNDSVALL/HARNOSAND,SW,,ESNN,62.533,17.45,4.0,19550101,19770630
478,020670,99999,SARNA,SW,,,61.683,13.133,505.0,19550103,19770630
479,020680,99999,DELSBO,SW,,,61.8,16.567,93.0,19350101,19770630
480,020690,99999,SODERHAMN (SWE-AFB),SW,,ESCL,61.267,17.1,26.0,19550101,19770630
481,020700,99999,GUSTAVSFORS       &,SW,,,60.15,13.8,198.0,19730101,19770630
482,020710,99999,NORRKOPING-SOL,SW,,,58.583,16.15,58.0,19550101,20230905
483,020711,99999,BORLANGE,SW,,,60.417,15.517,153.0,19730101,19730121
484,020720,99999,PARKALOMPOLO,SW,,,67.733,22.833,313.0,20010601,20231012
485,020730,99999,KARLSTAD          &,SW,,ESSQ,59.367,13.467,46.0,19550101,19770630
486,020740,99999,OREBRO/EKEBY,SW,,,59.267,15.333,33.0,19730101,19770630
487,020750,99999,VASTERAS/HASSLO AFB,SW,,ESCD,59.583,16.633,6.0,19730101,19770630
488,020760,99999,UPPSALA           &,SW,,ESCM,59.883,17.6,21.0,19730101,19770630
489,020770,99999,STOCKHOLM/BROMMA  &,SW,,ESSB,59.35,17.95,15.0,19550101,19770630
490,020790,99999,SATENAS (SWE-AFB),SW,,ESIB,58.433,12.7,54.0,19730101,19770630
491,020800,99999,KARESUANDO,SW,,,68.45,22.45,331.0,19350101,19971231
492,020810,99999,KARESUANDO,SW,,,68.45,22.45,330.0,19550101,20231209
493,020820,99999,LANDSORT          &,SW,,,58.75,17.867,32.0,19730101,19770630
494,020830,99999,GOTSKA SANDON     &,SW,,,58.4,19.2,12.0,19730101,19770630
495,020840,99999,LANNAVAARA        &,SW,,,68.05,22.0,360.0,19550101,20040507
496,020850,99999,RANGEDALA (AUTO),SW,,,57.717,13.117,259.0,19730101,19770630
497,020860,99999,LAINIO,SW,,,67.767,22.35,317.0,19550101,20050317
498,020870,99999,JONKOPING         &,SW,,ESSJ,57.767,14.083,226.0,19550101,19770630
499,020880,99999,KOMPELUSVAARA,SW,,,67.083,22.217,263.0,19730101,20020521
500,020890,99999,OLANDS NORRA UDDE &,SW,,,57.367,17.1,4.0,19730101,19770630
501,020900,99999,VISBY             &,SW,,ESSV,57.667,18.35,51.0,19550101,19770630
502,020910,99999,VISBY-SOL,SW,,,57.667,18.35,49.0,19730101,20230905
503,020920,99999,MUODOSLOMPOLO,SW,,,67.95,23.467,240.0,19730101,20040917
504,020930,99999,VAXJO             &,SW,,,56.867,14.8,166.0,19730101,19770630
505,020940,99999,UNGSKAR,SW,,,56.033,15.8,1.0,19550101,19770630
506,020950,99999,PAJALA,SW,,,67.2,23.383,171.0,19550101,20231202
507,020960,99999,PAJALA,SW,,,67.217,23.4,168.0,19550101,19971231
508,020970,99999,MALMO /BULLTOFTON,SZ,,,55.6,13.067,14.9,19550101,19740702
509,020980,99999,MALMO/STURUP,SW,,ESMS,55.55,13.367,72.0,19730101,19770630
510,020990,99999,YSTAD             &,SW,,,55.433,13.833,34.0,19730101,19770630
511,021000,99999,NAIMAKKA,SW,,,68.683,21.533,403.0,19730101,19770630
512,021010,99999,HEMAVAN,SW,,ESUT,65.806,15.083,458.1,19730102,20231209
513,021020,99999,STEKENJOKK,SW,,,65.1,14.517,1036.0,19581101,20230905
514,021030,99999,HEMAVAN-GIEREVARTO,SW,,,65.783,15.067,793.0,19871118,20230905
515,021040,99999,HEMAVAN,SW,,,65.817,15.083,485.0,19770701,19971231
516,021050,99999,ABELVATTNET,SW,,,65.533,14.983,670.0,19730101,20040221
517,021060,99999,JOKKMOKK (SWE-AFB),SW,,,66.6,19.833,256.0,19730101,19770630
518,021080,99999,KLIMPFJALL,SW,,,65.067,14.8,593.0,19770701,20050921
519,021090,99999,ABRAUR,SW,,,65.9,19.1,342.0,19730102,19770630
520,021100,99999,GIELAS,SW,,,65.333,15.067,577.0,19870518,20230905
521,021110,99999,VIDSEL (SWE-AFB),SW,,ESPE,65.867,20.133,180.0,19730102,19770630
522,021120,99999,SYLARNA,SW,,,63.05,12.267,1035.0,19770701,20040821
523,021140,99999,NORRAKER,SW,,,64.45,15.6,346.0,19750807,19770630
524,021150,99999,STORLIEN-VISJOVALE&,SW,,,63.3,12.133,640.0,19550101,19770630
525,021160,99999,MORSIL,SW,,,63.317,13.65,400.0,19730101,20050221
526,021170,99999,NORDMALING,SW,,,63.567,19.5,6.0,19550101,19770630
527,021180,99999,DIKANAS/SKANSNAS,SW,,,65.317,16.033,525.0,19730101,19971231
528,021190,99999,KVIKKJOKK ARRENJARKA,SW,,,66.883,18.017,320.0,19730101,20231123
529,021200,99999,KVIKKJOKK-ARRENJARKA,SW,,,66.883,18.017,315.0,19350101,19971231
530,021205,99999,STORUMAN,SW,,,64.95,17.7,279.0,20050419,20231204
531,021210,99999,MIERKENIS,SW,,,66.683,16.117,615.0,20010601,20231203
532,021220,99999,STENUDDEN,SW,,,66.533,17.667,453.0,19790802,20040321
533,021230,99999,JAKKVIK,SW,,,66.317,17.1,552.0,19730101,20160421
534,021240,99999,ARJEPLOG,SW,,,66.05,17.833,432.0,19770405,20231020
535,021250,99999,OSTMARK,SW,,,60.317,12.7,178.0,19730101,19770630
536,021260,99999,GUNNARN,SW,,,65.017,17.7,251.0,19730101,20230314
537,021270,99999,STENSELE,SW,,,65.067,17.167,327.0,19310103,20050823
538,021280,99999,GUNNARN,SW,,ESPD,65.0,17.7,283.0,19730101,19971231
539,021290,99999,GUNNARN SOL (AUT),SW,,,64.967,17.7,278.0,19730101,19861125
540,021300,99999,ROPARUDDEN,SW,,,66.483,16.417,481.0,19730101,20160421
541,021310,99999,ARVIKA,SW,,,59.667,12.583,75.0,19730101,19770630
542,021330,99999,SNAVLUNDA,SW,,,58.967,14.9,144.0,19730101,19770630
543,021350,99999,BURESJON,SW,,,65.567,17.867,393.0,19730101,20230905
544,021360,99999,STORBERG,SW,,,65.5,18.95,454.0,20030519,20040829
545,021380,99999,GRUNDKALLEN,SW,,,60.5,18.867,23.0,19730101,19770630
546,021410,99999,TJAKAAPE,SW,,,66.317,19.217,582.0,19730101,20231127
547,021420,99999,JOKKMOKK,SW,,ESNJ,66.496,20.147,275.5,19770701,19971231
548,021430,99999,PALJAMYREN,SW,,,66.217,19.133,570.0,19730101,20030731
549,021440,99999,ABRAUR,SW,,,65.983,18.933,374.0,19770701,20040626
550,021450,99999,TELLEJAUR,SW,,,66.15,19.633,436.0,20030725,20040322
551,021460,99999,VAJMAT,SW,,,66.5,19.683,324.0,20010701,20160421
552,021470,99999,MALA-BRANNAN,SW,,,65.15,18.6,363.0,19730101,20231003
553,021480,99999,NORRKOPING/BRAVALLA,SW,,ESCK,58.617,16.117,27.0,19730101,19770630
554,021490,99999,ARVIDSJAUR,SW,,,65.6,19.267,384.0,20010701,20230905
555,021500,99999,NYKOPING/SKAVST AFB,SW,,ESCJ,58.783,16.917,42.0,19730101,19770630
556,021510,99999,JOKKMOKK FPL,SW,,,66.483,20.167,275.0,19730101,20231209
557,021520,99999,SUDOK,SW,,,66.3,20.417,174.0,19730101,20050919
558,021540,99999,VIDSEL,SW,,ESPE,65.875,20.15,182.0,19770701,20231209
559,021550,99999,HAGSHULT (SWE-AFB),SW,,ESMV,57.3,14.133,169.0,19550101,19770630
560,021560,99999,STENSJON (AUT),SW,,,63.967,13.717,680.0,19770701,20031028
561,021580,99999,FALLFORS,SW,,,65.133,20.783,190.0,19790726,20020807
562,021590,99999,FALLFORS,SW,,ESUF,65.12,20.77,195.0,19960801,19971231
563,021600,99999,NATTAVAARA,SW,,,66.75,21.05,327.0,20010829,20050307
564,021610,99999,NATTAVAARA,SW,,,66.75,20.933,327.0,19730101,20231011
565,021620,99999,MARKARYD,SW,,,56.467,13.65,118.0,19730101,19770630
566,021630,99999,LJUNGBYHED(SWE-AFB),SW,,ESDA,56.083,13.233,43.0,19730101,19770630
567,021640,99999,PALKEM,SW,,,66.383,21.633,263.0,19730501,20030719
568,021660,99999,RONNEBY (SWE-AFB),SW,,ESDF,56.267,15.283,58.0,19730101,19770630
569,021670,99999,FALSTERBO (LGT-H),SW,,,55.383,12.817,5.0,19730101,19770630
570,021690,99999,HEDEN,SW,,ESPJ,65.867,21.45,36.0,20020530,20020801
571,021700,99999,SAVAST,SW,,,65.75,21.767,12.0,20101117,20160421
572,021710,99999,BODEN,SW,,,65.817,21.633,18.0,19790802,20230905
573,021720,99999,ALVSBYN,SW,,,65.683,20.967,50.0,19790710,19791123
574,021730,99999,ALVSBYN,SW,,,65.667,21.067,43.0,20010701,20230905
575,021740,99999,LAKATRASK,SW,,,66.283,21.133,186.0,20010701,20230905
576,021760,99999,PITE-RONNSKAR,SW,,,65.033,21.567,4.0,19970901,20230905
577,021810,99999,OVERKALIX SVARTBYN,SW,,,66.267,22.85,62.0,19960801,20230905
578,021820,99999,OVERKALIX,SW,,,66.267,22.833,47.0,19790803,20020602
579,021830,99999,LULEA-SOL,SW,,,65.55,22.117,32.0,20040802,20230905
580,021840,99999,PAHAROVA,SW,,,66.817,22.333,229.0,20010701,20230905
581,021850,99999,LULEA-KALLAX,SW,,,65.55,22.133,34.0,20010402,20011008
582,021860,99999,KALLAX,SW,,ESPA,65.544,22.122,19.8,19770701,20231209
583,021880,99999,RODKALLEN,SW,,,65.317,22.383,2.0,19730101,20230905
584,021900,99999,KORPILOMBOLO,SW,,,66.85,23.033,180.0,20010716,20040402
585,021910,99999,STORON,SW,,,65.7,23.1,4.0,20010701,20230905
586,021960,99999,HAPARANDA,SW,,,65.833,24.15,6.0,19310101,19971231
587,021970,99999,HAPARANDA,SW,,,65.817,24.117,16.0,20081027,20231026
588,021990,99999,YLINENJARVI,SW,,,66.617,23.467,132.0,20010701,20230905
589,022000,99999,EDEVIK,SW,,,63.983,12.867,425.0,19770701,20041225
590,022020,99999,TORNETRASK LAKE,SW,,,68.217,19.717,393.0,19730101,19770630
591,022040,99999,NIKKALUOKTA,SW,,,67.85,19.033,470.0,19730101,19770630
592,022050,99999,STORLIEN SOL,SW,,,63.3,12.117,647.0,20210628,20230905
593,022060,99999,STORLIEN-STORVALLEN,SW,,,63.283,12.133,583.0,19350101,19971231
594,022070,99999,STORLIEN-VISJOVALEN A,SW,,,63.283,12.117,583.0,19730101,20231025
595,022090,99999,SYLARNA,SW,,,63.05,12.283,1030.0,19730101,20230915
596,022100,99999,BLAHAMMAREN,SW,,,63.183,12.167,1090.0,20100920,20230905
597,022120,99999,,,,,,,,19740519,19740519
598,022150,99999,ARESKUTAN,SW,,,63.433,13.083,1280.0,19970901,19971231
599,022160,99999,MATTMAR,SW,,,63.3,13.883,365.0,19730101,20160421
600,022170,99999,ARE,SW,,,63.367,13.167,435.0,20010701,20160421
601,022180,99999,MORSIL,SW,,,63.317,13.65,400.0,19730105,20050924
602,022190,99999,GADDEDE A,SW,,,64.5,14.217,550.0,20080301,20231127
603,022210,99999,KORSVATTNET,SW,,,63.833,13.5,717.0,19971201,20230905
604,022220,99999,GADDEDE,SW,,,64.5,14.167,330.0,19770701,19971231
605,022230,99999,STEMSJON (AUT),SW,,,63.967,13.717,680.0,19730101,19770630
606,022240,99999,FOLLINGE-VAGSKALET,SW,,,63.767,14.433,475.0,20020609,20020609
607,022260,99999,OSTERSUND,SW,,ESNZ,63.2,14.5,376.0,19350101,20231209
608,022271,99999,KALIX,SW,,,65.85,23.133,7.0,20070307,20070307
609,022280,99999,EDEVIK,SW,,,64.05,12.95,453.0,19730101,19770630
610,022290,99999,OSTERSUND-SOL,SW,,,63.2,14.483,374.0,19970901,20230905
611,022300,99999,GUBBHOGEN,SW,,,64.217,15.55,310.0,19730101,20230905
612,022310,99999,FOLLINGE,SW,,,63.683,14.6,362.0,20010701,20230905
613,022320,99999,NORRAKER,SW,,,64.433,15.633,346.0,19770701,20040903
614,022330,99999,SAXNAS,SW,,,64.967,15.383,545.0,20010701,20160421
615,022340,99999,STROMSUND,SW,,,63.867,15.583,373.0,19790105,19951130
616,022360,99999,HALLHAXASEN,SW,,,63.767,15.333,376.0,19770701,20230905
617,022420,99999,HOTING,SW,,,64.083,16.233,241.0,19730101,20230905
618,022430,99999,JUNSELE,SW,,,63.683,16.95,214.0,19730101,20231008
619,022440,99999,JUNSELE,SW,,,63.683,16.95,217.0,19960201,19971231
620,022450,99999,VILHELMINA,SW,,,64.583,16.85,349.0,19960801,20230905
621,022455,99999,LYCKSELE,SW,,ESNL,64.548,18.716,214.9,19980408,20231209
622,022470,99999,KRANGEDE,SW,,,63.15,16.167,184.0,19730101,20230905
623,022480,99999,KRANGEDE,SW,,,63.167,16.167,223.0,19770704,19970619
624,022510,99999,STORSJO KAPELL,SW,,,62.8,13.067,575.0,19730101,19770630
625,022520,99999,IDVATTNET,SW,,,64.45,17.083,353.0,19830201,20040922
626,022540,99999,ASELE,SW,,,64.167,17.317,308.0,19770701,20230905
627,022550,99999,FRANSTA,SW,,,62.5,16.183,75.0,19730101,19770630
628,022560,99999,RISTRASK,SW,,,64.733,17.4,575.0,20010701,20160421
629,022570,99999,FLOTNINGEN,SW,,,61.85,12.267,670.0,19730101,19770630
630,022580,99999,VINDEL-BJORKHEDEN,SW,,,65.817,16.717,352.0,20011104,20041216
631,022590,99999,KRAMFORS SOLLEFTEA,SW,,ESNK,63.049,17.769,10.4,19770701,20231209
632,022600,99999,VASTMARKUM,SW,,,63.133,18.25,143.0,19730101,20231003
633,022610,99999,LYCKSELE,SW,,,64.55,18.717,211.0,19730101,20230905
634,022620,99999,VUOGGATJALME,SW,,,66.567,16.35,500.0,19730101,20040306
635,022630,99999,FREDRIKA,SW,,,64.083,18.367,327.0,20010701,20230905
636,022640,99999,FREDRIKA,SW,,,64.083,18.417,300.0,19730101,20021028
637,022650,99999,HEMLING,SW,,,63.65,18.55,183.0,20010701,20230905
638,022660,99999,VILHELMINA (AUTO),SW,,,64.583,16.85,349.0,20020608,20020608
639,022670,99999,ORNSKOLDSVIK,SW,,ESNO,63.408,18.99,107.9,19790802,20231209
640,022690,99999,SKAGSUDDE,SW,,,63.183,19.017,11.0,19960801,20231204
641,022700,99999,NORSJO,SW,,,64.917,19.467,301.0,20010614,20030914
642,022710,99999,NORSJO,SW,,,64.933,19.383,310.0,20010701,20231123
643,022740,99999,VINDELN,SW,,,64.217,19.717,206.0,19960501,19971231
644,022760,99999,NORDMALING,SW,,,63.567,19.5,5.0,19770701,19870423
645,022780,99999,KRANGEDE (AUTO),SW,,,63.15,16.167,184.0,19770701,20041015
646,022790,99999,SKILLINGMARK,SW,,,59.867,11.967,130.0,19730101,19770630
647,022800,99999,BLOMSKOG,SW,,,59.283,12.05,110.0,19730101,19770630
648,022810,99999,AMAL,SW,,,59.05,12.7,60.0,19730101,19770630
